,0,1
113,10.099999999999994,-10.099999999999994
114,0.47999999999998977,-0.47999999999998977
115,0.0,-6.5
116,0.0,0.0
117,0.0,-3.5999999999999943
118,0.0,0.0
119,4.599999999999994,-4.599999999999994
120,0.0,0.0
121,0.0,0.0
122,3.4000000000000057,-0.8000000000000114
123,1.5,-1.5
124,0.0,0.0
125,0.0,0.0
126,0.0,0.0
127,9.5,-9.5
128,1.0,0.0
129,22.5,-22.5
130,0.0,0.0
131,2.0,-2.0
132,13.0,0.0
133,0.0,0.0
134,3.0,0.0
135,4.0,0.0
136,0.0,-0.0800000000000125
137,6.5,-6.5
138,2.0800000000000125,0.0
139,10.0,-10.0
140,15.0,-16.5
141,0.0,0.0
142,2.0,-2.0
143,13.5,-13.5
144,2.0,0.0
145,0.0,0.0
146,0.0,0.0
147,3.5,-3.5
148,14.900000000000006,0.0
149,0.0,0.0
150,33.0,-33.0
151,0.0,0.0
152,0.0,0.0
153,0.0,0.0
154,0.0,0.0
155,9.599999999999994,-7.0
156,0.0,0.0
157,19.0,-19.0
158,0.0,0.0
159,0.0,0.0
160,0.0,0.0
161,0.0,0.0
162,1.6999999999999886,-1.6999999999999886
163,0.0,0.0
164,0.0,0.0
165,13.5,0.0
166,0.0,0.0
167,5.0,-10.0
168,0.0,0.0
169,19.0,-15.0
170,4.599999999999994,-4.599999999999994
171,0.0,0.0
172,18.0,-18.0
173,13.5,-13.5
174,0.0,0.0
175,0.0,0.0
176,0.0,0.0
177,0.0,0.0
178,10.200000000000003,-10.200000000000003
179,5.0,-9.0
180,4.5,-4.5
181,25.89999999999999,-32.8
182,3.0,-5.0
183,0.0,0.0
184,8.0,-3.0
185,18.349999999999994,-18.349999999999994
186,10.0,-10.0
187,0.0,0.0
188,0.0,0.0
189,1.0999999999999943,-4.0
190,0.9000000000000057,-0.9000000000000057
191,5.400000000000006,-5.400000000000006
192,15.0,-15.0
193,2.9000000000000057,-2.9000000000000057
194,17.0,-17.0
195,2.1999999999999886,-2.1999999999999886
196,24.5,-24.5
197,6.5,-6.5
198,8.0,-8.0
199,11.0,-11.0
200,5.5,-5.5
201,0.0,0.0
202,0.0,0.0
203,0.0,0.0
204,0.0,0.0
205,9.0,-9.0
206,4.800000000000011,-4.800000000000011
207,0.0,0.0
208,22.599999999999994,-22.599999999999994
209,0.0,0.0
210,0.0,0.0
211,0.0,-2.0
212,0.30000000000001137,-0.30000000000001137
213,0.0,0.0
214,18.5,-18.0
215,2.0,-2.0
216,4.699999999999989,-4.199999999999989
217,6.400000000000006,-6.400000000000006
218,12.200000000000003,0.0
219,12.299999999999997,-12.299999999999997
220,0.0,0.0
221,0.0,0.0
222,0.0,0.0
223,0.0,-6.0
224,2.5,-3.0
225,17.5,-17.5
226,4.900000000000006,-4.900000000000006
227,0.0,0.0
228,19.0,-17.5
229,5.5,-5.5
230,0.0,0.0
231,12.0,-14.0
232,0.0,-1.0
233,0.0,0.0
234,12.049999999999997,-12.049999999999997
235,0.0,0.0
236,11.599999999999994,-9.0
237,2.0999999999999943,-2.0999999999999943
238,9.800000000000011,-9.800000000000011
239,9.0,-9.0
240,0.5,0.0
241,0.0,0.0
242,5.900000000000006,0.0
243,16.5,-16.5
244,0.0,-0.29999999999999716
245,10.0,-12.599999999999994
246,28.200000000000003,-28.200000000000003
247,0.0,0.0
248,0.0,0.0
249,0.0,0.0
250,1.0,-1.0
251,3.0,-2.5
252,17.700000000000003,-17.700000000000003
253,0.0,0.0
254,22.0,-22.0
255,0.0,-0.30000000000001137
256,2.0,-2.0
257,0.0,0.0
258,1.5,-1.5
259,0.0,0.0
260,13.299999999999997,-13.299999999999997
261,11.0,-11.0
262,0.0,-4.599999999999994
263,0.0,0.0
264,0.0,-4.0
265,0.0,0.0
266,17.700000000000003,-17.700000000000003
267,0.0,0.0
268,0.0,0.0
269,2.0,-2.0
270,0.0,0.0
271,5.0,-5.0
272,1.5,-1.5
273,0.0,0.0
274,0.0,0.0
275,2.6999999999999886,-2.6999999999999886
276,4.0,-8.0
277,1.6999999999999886,-1.6999999999999886
278,5.0,-5.0
279,17.900000000000006,-17.900000000000006
280,3.0,0.0
281,0.0,0.0
282,0.0,0.0
283,8.0,-8.0
284,2.0,-2.0
285,22.5,-21.0
286,2.0999999999999943,-1.4000000000000057
287,6.5,-6.5
288,0.0,-6.5
289,5.0,-5.0
290,0.0,0.0
291,0.0,0.0
292,7.599999999999994,-7.599999999999994
293,9.0,-9.0
294,0.0,0.0
295,0.0,0.0
296,0.0,0.0
297,0.5,-0.5
298,9.0,-9.0
299,2.4000000000000057,-2.4000000000000057
300,29.400000000000006,-29.900000000000006
301,11.0,-11.0
302,7.5,-7.5
303,5.0,-4.5
304,7.0,-6.5
305,23.5,-22.0
306,0.0,-0.5999999999999943
307,0.0,0.0
308,2.0,-2.0
309,0.0,0.0
310,7.0,-4.099999999999994
311,6.900000000000006,-6.900000000000006
312,6.0,-6.0
313,0.0,-2.0
314,0.0,0.0
315,4.0,0.0
316,7.0,-7.0
317,1.0,-1.0
318,7.0,-15.0
319,5.0,-5.0
320,0.0,0.0
321,1.8799999999999955,-1.8799999999999955
322,0.0,0.0
323,5.0,-5.0
324,2.9000000000000057,-2.9000000000000057
325,12.5,-12.5
326,0.0,0.0
327,0.0,0.0
328,14.5,-14.5
329,0.0,-22.099999999999994
330,13.0,-13.5
331,0.0,0.0
332,19.5,-19.5
333,1.0,-1.0
334,24.0,-22.5
335,0.0,0.0
336,0.0,0.0
337,7.099999999999994,-14.0
338,0.5,0.0
339,0.0,0.0
340,0.0,0.0
341,18.5,-18.5
342,7.0,-7.0
343,0.0,0.0
344,0.0,0.0
345,2.0999999999999943,-2.0999999999999943
346,11.599999999999994,-11.599999999999994
347,0.0,0.0
348,10.5,-10.5
349,1.9000000000000057,-1.9000000000000057
350,14.900000000000006,-14.900000000000006
351,0.0,0.0
352,0.0,0.0
353,0.0,0.0
354,23.0,-23.0
355,0.0,0.0
356,11.400000000000006,-11.400000000000006
357,0.0,0.0
358,2.6999999999999886,-2.6999999999999886
359,0.0,0.0
360,2.5,-2.5
361,6.0,-6.0
362,2.5999999999999943,-2.5999999999999943
363,2.5,-3.6999999999999886
364,0.0,0.0
365,15.0,-16.5
366,0.0,0.0
367,10.099999999999994,-10.099999999999994
368,15.0,-15.0
369,1.0,-2.5
370,40.19999999999999,-39.5
371,4.699999999999989,-4.699999999999989
372,0.0,0.0
373,0.0,0.0
374,0.0,0.0
375,3.4000000000000057,-3.4000000000000057
376,0.0,0.0
377,0.0,0.0
378,0.0,0.0
379,8.0,-9.0
380,15.0,0.0
381,3.5,-3.5
382,15.5,-15.5
383,1.0,-2.5
384,0.0,-2.0
385,22.599999999999994,-20.0
386,19.0,-19.0
387,0.0,0.0
388,1.0,-1.0
389,3.5999999999999943,-3.5999999999999943
390,0.0,0.0
391,0.5999999999999943,0.0
392,2.4000000000000057,-1.9000000000000057
393,0.0,0.0
394,2.200000000000003,-2.200000000000003
395,0.0,0.0
396,0.0,0.0
397,11.5,-12.0
398,3.3000000000000114,-3.3000000000000114
399,13.099999999999994,-20.0
400,18.700000000000003,0.0
401,16.200000000000003,-16.200000000000003
402,11.900000000000006,0.0
403,1.25,-1.25
404,0.0,0.0
405,1.0,-0.5
406,1.0999999999999943,-1.0999999999999943
407,0.0,0.0
408,0.0,0.0
409,5.099999999999994,-5.099999999999994
410,1.5,-1.5
411,5.599999999999994,-2.5999999999999943
412,20.0,-15.0
413,16.599999999999994,-14.0
414,2.5999999999999943,-2.5999999999999943
415,4.599999999999994,-2.0
416,25.0,-7.0
417,23.5,-24.0
418,2.0999999999999943,-2.0999999999999943
419,0.0,0.0
420,0.30000000000001137,-0.30000000000001137
421,0.0,0.0
422,0.0,-12.799999999999997
423,3.0,-1.0
424,3.6000000000000085,-3.6000000000000085
425,0.0,0.0
426,7.6200000000000045,0.0
427,0.0,0.0
428,5.0,-5.699999999999989
429,28.0,-28.0
430,16.0,-16.0
431,11.0,-11.0
432,3.3000000000000114,-3.3000000000000114
433,1.8000000000000114,-1.8000000000000114
434,3.0,-1.0
435,0.0,0.0
436,2.9000000000000057,0.0
437,0.0,0.0
438,3.0,-3.0
439,0.0,0.0
440,3.4000000000000057,-4.0
441,13.400000000000006,-13.400000000000006
442,0.0,0.0
443,29.0,-29.0
444,10.0,-14.0
445,0.0,0.0
446,18.599999999999994,-18.599999999999994
447,1.0999999999999943,-1.0999999999999943
448,1.0,-4.0
449,11.5,-11.5
450,9.200000000000003,-10.200000000000003
451,0.0,0.0
452,0.0,0.0
453,40.5,-41.0
454,3.5,-3.5
455,2.5,-1.0
456,3.5,-3.5
457,0.0,0.0
458,6.099999999999994,-4.599999999999994
459,19.5,-19.5
460,0.0,0.0
461,9.400000000000006,-8.400000000000006
462,0.0,0.0
463,9.599999999999994,-9.599999999999994
464,0.0,0.0
465,9.700000000000003,-15.799999999999997
466,17.0,-17.0
467,0.0,0.0
468,8.599999999999994,0.0
469,3.0,-3.0
470,3.0,-3.0
471,15.0,-12.099999999999994
472,4.5,-3.0
473,4.800000000000011,-6.800000000000011
474,14.599999999999994,-14.599999999999994
475,15.0,-15.0
476,4.0,-4.0
477,22.0,-22.0
478,4.400000000000006,-4.400000000000006
479,0.0,0.0
480,25.599999999999994,-25.599999999999994
481,9.599999999999994,-9.599999999999994
482,0.5,-0.5
483,4.099999999999994,-4.099999999999994
484,24.5,-19.5
485,0.0,0.0
486,33.5,-33.5
487,3.0,-1.5
488,1.5,-1.5
489,7.0,-7.0
490,0.0,-12.5
491,19.0,-19.0
492,14.5,-14.5
493,7.0,0.0
494,7.0,-7.0
495,17.0,-17.0
496,3.5,-3.5
497,14.949999999999989,-14.949999999999989
498,4.0,-1.0999999999999943
499,20.5,-20.5
500,18.0,-2.0
501,7.5,-7.5
502,0.0,0.0
503,13.599999999999994,-11.0
504,3.0,-3.0
505,0.0,-10.0
506,1.2999999999999972,-1.5
507,0.0,0.0
508,0.0,0.0
509,1.0,-1.0
510,23.0,-22.599999999999994
511,2.9000000000000057,0.0
512,5.0,0.0
513,0.0,0.0
514,13.0,-13.0
515,0.0,0.0
516,12.5,-12.5
517,3.0,-3.0
518,0.0,0.0
519,9.900000000000006,-9.900000000000006
520,5.0,-5.0
521,4.599999999999994,0.0
522,0.0,-1.5
523,4.0,-19.0
524,3.0,-3.0
525,0.0,0.0
526,36.5,-36.5
527,0.0,0.0
528,6.0,-1.0
529,0.0,0.0
530,7.0,-7.0
531,4.699999999999989,-2.5999999999999943
532,5.0,-3.0
533,0.0,-25.0
534,11.0,-5.0
535,10.0,-10.0
536,5.0,-4.5
537,2.799999999999997,-2.799999999999997
538,0.0,0.0
539,0.0,0.0
540,12.0,-12.0
541,1.0,-1.0
542,5.0,-5.0
543,18.700000000000003,-18.700000000000003
544,0.0,0.0
545,30.0,-30.0
546,2.5999999999999943,0.0
547,0.0,0.0
548,2.0,-2.0
549,6.5,-6.5
550,0.5,-0.5
551,0.0,0.0
552,0.0,0.0
553,14.599999999999994,-14.599999999999994
554,0.0,0.0
555,34.0,-34.0
556,24.200000000000003,-22.200000000000003
557,8.0,-8.0
558,15.0,-15.0
559,10.0,-8.0
560,0.0,-1.5
561,0.0,0.0
562,15.099999999999994,-15.219999999999999
563,0.0,0.0
564,19.400000000000006,-19.400000000000006
565,2.0,-5.0
566,10.0,-14.0
567,18.5,-18.5
568,0.0,0.0
569,0.0,0.0
570,16.5,-15.0
571,7.5,-4.5
572,8.599999999999994,-8.599999999999994
573,5.5,-5.5
574,7.5,-7.5
575,0.0,0.0
576,0.0,0.0
577,0.0,0.0
578,1.5,-10.0
579,3.0999999999999943,-3.0999999999999943
580,3.0,-1.0
581,0.0,0.0
582,0.0,-0.5999999999999943
583,22.69999999999999,-13.0
584,2.4000000000000057,-2.4000000000000057
585,10.900000000000006,-10.900000000000006
586,1.4000000000000057,-1.4000000000000057
587,0.0,-5.599999999999994
588,27.0,-27.0
589,6.0,-6.0
590,0.0,0.0
591,6.800000000000011,-6.800000000000011
592,15.399999999999991,-15.399999999999991
593,0.0,0.0
594,8.0,-8.0
595,2.3000000000000114,-2.3000000000000114
596,2.0,-2.0
597,12.599999999999994,-12.599999999999994
598,9.0,-10.5
599,27.5,-27.5
600,11.0,-11.0
601,0.0,0.0
602,6.0,-6.0
603,0.0,0.0
604,18.5,-18.5
605,0.0,0.0
606,10.900000000000006,-10.900000000000006
607,24.0,-24.0
608,7.900000000000006,0.0
609,1.0999999999999943,-1.0999999999999943
610,0.5,-0.5
611,0.0,-8.900000000000006
612,10.599999999999994,-10.599999999999994
613,19.60000000000001,-19.60000000000001
614,10.5,-12.5
615,15.399999999999991,-15.399999999999991
616,32.0,-32.0
617,22.599999999999994,-22.599999999999994
618,0.5999999999999943,-0.5999999999999943
619,0.0,0.0
620,17.599999999999994,-17.599999999999994
621,0.0,0.0
622,3.0,-2.5
623,0.0,0.0
624,8.0,-8.0
625,0.0,0.0
626,2.299999999999983,-2.299999999999983
627,22.0,-18.0
628,1.4000000000000057,-5.0
629,3.5,-3.5
630,0.0,0.0
631,2.0,-2.0
632,23.0,-23.0
633,3.0,-3.0
634,1.5999999999999943,-1.5999999999999943
635,1.0,-1.0
636,23.349999999999994,-13.349999999999994
637,0.0,-0.5
638,4.0,0.0
639,16.0,-16.0
640,19.0,-19.0
641,0.0,0.0
642,9.0,-9.0
643,0.0,0.0
644,3.5,-9.5
645,11.200000000000003,0.0
646,13.0,-11.0
647,6.0,-2.0
648,0.0,0.0
649,18.0,-18.0
650,8.0,-8.0
651,0.0,0.0
652,25.0,-8.0
653,25.0,-20.0
654,0.0,0.0
655,0.0,0.0
656,14.0,-14.0
657,2.0999999999999943,-2.0999999999999943
658,0.0,0.0
659,0.0,-15.5
660,1.0,-1.0
661,5.0,0.0
662,16.0,-16.0
663,2.0,-2.0
664,1.5,0.0
665,2.0,0.0
666,21.5,-21.5
667,0.0,0.0
668,2.4000000000000057,-2.4000000000000057
669,0.0,0.0
670,0.0,0.0
671,0.0,0.0
672,4.5,-5.0
673,3.5,-3.5
674,9.5,-9.5
675,18.599999999999994,-18.599999999999994
676,0.30000000000001137,-0.30000000000001137
677,7.299999999999997,-3.299999999999997
678,32.0,-32.0
679,25.200000000000003,-25.200000000000003
680,19.0,-27.0
681,12.599999999999994,-12.599999999999994
682,2.3000000000000114,-2.3000000000000114
683,12.0,-12.0
684,11.5,-11.5
685,15.599999999999994,-15.599999999999994
686,15.5,-22.5
687,4.800000000000011,-4.800000000000011
688,1.8799999999999955,0.0
689,25.120000000000005,-25.5
690,0.0,0.0
691,25.0,-25.0
692,5.0,-13.0
693,0.0,0.0
694,4.599999999999994,-4.599999999999994
695,0.0,0.0
696,10.0,-10.0
697,15.5,-15.5
698,0.0,0.0
699,16.0,-17.0
700,0.0,-2.1999999999999886
701,5.0,-5.0
702,13.0,-13.0
703,0.0,0.0
704,8.0,-6.0
705,0.0,0.0
706,29.0,-25.0
707,18.599999999999994,-18.599999999999994
708,31.400000000000006,-29.900000000000006
709,0.0,0.0
710,15.0,-15.699999999999989
711,0.0,0.0
712,12.800000000000011,-12.800000000000011
713,0.0,0.0
714,0.0,0.0
715,0.0,0.0
716,11.0,0.0
717,12.0,-13.5
718,0.0,0.0
719,0.0,0.0
720,0.0,0.0
721,0.0,0.0
722,0.0,0.0
723,8.799999999999997,-8.799999999999997
724,0.0,0.0
725,0.0,0.0
726,11.900000000000006,-11.900000000000006
727,9.0,-9.0
728,10.0,-10.0
729,1.0,-1.0
730,0.0,0.0
731,1.3000000000000114,-1.3000000000000114
732,23.0,-23.0
733,0.0,0.0
734,0.0,0.0
735,21.5,-21.5
736,6.300000000000011,-6.300000000000011
737,22.0,-20.0
738,7.599999999999994,0.0
739,11.0,-11.0
740,0.0,0.0
741,15.0,-15.0
742,9.0,-9.0
743,0.0,0.0
744,0.0,0.0
745,30.10000000000001,0.0
746,0.5,0.0
747,0.0,0.0
748,5.0,-5.0
749,2.3499999999999943,-2.3499999999999943
750,4.0,-4.0
751,0.0,0.0
752,18.5,-18.5
753,3.0,-2.5
754,12.200000000000003,-12.200000000000003
755,0.0,0.0
756,17.0,-16.5
757,0.0,0.0
758,0.8000000000000114,-0.8000000000000114
759,2.0,0.0
760,5.0,-7.0
761,0.0,0.0
762,20.400000000000006,-20.400000000000006
763,11.0,-7.0
764,5.5,-5.5
765,0.0,0.0
766,27.0,-27.0
767,0.0,0.0
768,0.0,0.0
769,3.0,-3.0
770,1.4000000000000057,0.0
771,0.0,0.0
772,1.6999999999999886,-1.0
773,0.0,0.0
774,17.5,-17.5
775,0.0,-9.5
776,8.699999999999989,-8.0
777,10.099999999999994,-10.099999999999994
778,11.0,-10.0
779,5.0,-5.0
780,11.599999999999994,-9.0
781,0.0,0.0
782,0.0,0.0
783,8.0,-8.0
784,8.799999999999997,-6.799999999999997
785,4.699999999999989,-4.0
786,0.0,-17.299999999999997
787,0.0,0.0
788,22.0,-22.0
789,8.5,-8.5
790,13.5,-13.5
791,0.0,0.0
792,4.0,-10.0
793,5.200000000000003,-5.200000000000003
794,0.0,0.0
795,4.0,-4.0
796,0.0,0.0
797,22.0,-22.0
798,24.5,-24.5
799,1.5999999999999943,-1.5999999999999943
800,0.0,0.0
801,0.0,0.0
802,6.0,-2.0
803,16.0,-16.0
804,11.0,-16.0
805,0.0,-0.5
806,15.799999999999997,-17.299999999999997
807,0.0,0.0
808,17.599999999999994,-17.599999999999994
809,0.0,-12.0
810,13.0,-13.0
811,9.200000000000003,-13.700000000000003
812,0.0,0.0
813,12.0,-11.0
814,5.599999999999994,-5.599999999999994
815,16.69999999999999,-15.5
816,3.5999999999999943,-3.5999999999999943
817,3.5,-3.5
818,0.09999999999999432,-0.09999999999999432
819,10.0,-8.0
820,9.599999999999994,-9.599999999999994
821,1.5,0.0
822,0.0,0.0
823,13.400000000000006,-16.0
824,0.0,0.0
825,0.0,0.0
826,25.0,-25.0
827,3.0,-6.599999999999994
828,0.0,0.0
829,0.0,0.0
830,2.0,-2.0
831,9.0,-9.0
832,4.0,-4.0
833,7.699999999999989,-7.699999999999989
834,9.0,-7.0
835,1.5999999999999943,-1.5999999999999943
836,8.0,-8.0
837,24.0,-18.0
838,30.0,-32.599999999999994
839,7.0,-12.0
840,0.0,0.0
841,5.599999999999994,-5.599999999999994
842,13.599999999999994,-5.0
843,4.900000000000006,-4.900000000000006
844,0.0,0.0
845,1.0,-1.0
846,0.0,0.0
847,0.0,0.0
848,0.0,0.0
849,1.0,-1.0
850,0.0,0.0
851,0.0,0.0
852,3.5,-0.5
853,1.9000000000000057,-1.9000000000000057
854,0.0,0.0
855,2.6999999999999886,-2.6999999999999886
856,40.0,-38.0
857,0.0,-2.0999999999999943
858,0.0,0.0
859,30.0,0.0
860,7.0,-8.5
861,24.0,-24.0
862,0.0,0.0
863,2.0,-2.0
864,25.69999999999999,-25.69999999999999
865,0.0,0.0
866,10.0,-10.0
867,1.4000000000000057,0.0
868,0.0,0.0
869,0.0,0.0
870,2.280000000000001,-2.280000000000001
871,21.0,-14.099999999999994
872,18.0,-18.0
873,8.0,0.0
874,0.0,0.0
875,3.5999999999999943,-3.5999999999999943
876,0.0,0.0
877,0.0,0.0
878,15.0,-15.0
879,0.0,0.0
880,3.5,-3.5
881,26.0,-24.5
882,6.900000000000006,-6.900000000000006
883,13.5,-14.0
884,1.0,-1.0
885,15.0,-15.0
886,7.800000000000011,0.0
887,0.0,0.0
888,0.0,0.0
889,9.0,0.0
890,12.0,-14.0
891,12.0,-12.0
892,10.0,-5.0
893,23.0,-25.0
894,3.0,0.0
895,5.0,-5.0
896,18.5,-18.5
897,3.0,0.0
898,7.0,-7.0
899,3.0,-2.5
900,38.5,-38.5
901,2.0,-2.0
902,0.7999999999999972,-0.7999999999999972
903,3.0,-2.0
904,16.599999999999994,-16.599999999999994
905,11.0,-11.0
906,7.0,-6.5
907,1.5999999999999943,-1.5999999999999943
908,2.0999999999999943,-2.0999999999999943
909,0.0,0.0
910,7.599999999999994,0.0
911,0.0,0.0
912,0.5999999999999943,-0.5999999999999943
913,5.0,-5.0
914,0.0,0.0
915,2.0999999999999943,-2.0999999999999943
916,0.0,0.0
917,3.5999999999999943,-1.1999999999999886
918,1.0,-3.6999999999999886
919,0.0,0.0
920,19.60000000000001,-19.60000000000001
921,23.0,-23.0
922,13.0,-13.0
923,0.0,0.0
924,12.599999999999994,-12.599999999999994
925,3.5999999999999943,-3.5999999999999943
926,0.5,-1.1999999999999886
927,0.0,0.0
928,1.5,-1.5
929,8.400000000000006,-8.400000000000006
930,0.0,0.0
931,18.0,-18.0
932,22.599999999999994,-22.599999999999994
933,0.0,-1.8000000000000114
934,0.5,-0.5
935,0.0,0.0
936,12.0,-12.0
937,1.0,-1.0
938,0.0,0.0
939,2.0,-3.0
940,0.0,0.0
941,0.0,0.0
942,16.0,-16.0
943,13.099999999999994,-13.099999999999994
944,0.0,0.0
945,0.0,0.0
946,1.5,0.0
947,17.599999999999994,-17.599999999999994
948,13.599999999999994,-13.599999999999994
949,0.0,0.0
950,4.599999999999994,-4.599999999999994
951,13.900000000000006,-13.900000000000006
952,8.599999999999994,0.0
953,0.0,-6.320000000000007
954,6.5,-6.5
955,0.0,0.0
956,0.0,-23.5
957,8.0,-3.0
958,2.280000000000001,-2.280000000000001
959,0.0,0.0
960,4.5,-4.5
961,0.30000000000001137,-0.30000000000001137
962,0.0,0.0
963,9.5,-9.5
964,0.0,0.0
965,11.799999999999997,0.0
966,0.0,0.0
967,0.0,0.0
968,0.0,0.0
969,13.450000000000003,-13.450000000000003
970,0.0,0.0
971,5.699999999999989,-5.0
972,9.5,-10.199999999999989
973,18.0,-18.0
974,3.5,-3.5
975,12.5,-12.5
976,0.0,0.0
977,2.0,-2.0
978,23.0,-23.0
979,13.5,-13.5
980,3.5999999999999943,-3.5999999999999943
981,16.599999999999994,-14.0
982,10.0,-5.0
983,3.3000000000000114,-3.3000000000000114
984,3.6999999999999886,-1.0
985,2.0,-6.0
986,0.0,0.0
987,8.599999999999994,-8.599999999999994
988,10.099999999999994,-10.099999999999994
989,0.0,0.0
990,20.599999999999994,-20.599999999999994
991,12.0,-5.0
992,0.0,0.0
993,1.0,-1.6999999999999886
994,15.699999999999989,-15.699999999999989
995,17.099999999999994,-17.099999999999994
996,10.0,-10.0
997,9.0,-9.0
998,1.8799999999999955,-1.8799999999999955
999,0.0,0.0
