,0
371,4.699999999999989
372,-0.0
373,-0.0
374,-0.0
375,3.4000000000000057
376,-0.0
377,-0.0
378,-0.0
379,6.5
380,-0.0
381,3.5
382,15.5
383,1.0
384,2.0
385,22.599999999999994
386,19.0
387,12.0
388,1.0
389,3.5999999999999943
390,-0.0
391,-0.0
392,2.4000000000000057
393,-0.0
394,2.200000000000003
395,-0.0
396,-0.0
397,-0.0
398,3.3000000000000114
399,20.0
400,18.700000000000003
401,16.200000000000003
402,11.900000000000006
403,1.25
404,-0.0
405,1.0
406,1.0999999999999943
407,2.5999999999999943
408,-0.0
409,5.099999999999994
410,1.5
411,2.5999999999999943
412,21.0
413,14.0
414,-0.0
415,2.0
416,7.0
417,23.5
418,2.0999999999999943
419,-0.0
420,0.30000000000001137
421,-0.0
422,7.799999999999997
423,1.0
424,1.0000000000000142
425,-0.0
426,-0.0
427,-0.0
428,3.0
429,28.0
430,16.0
431,7.0
432,3.3000000000000114
433,1.8000000000000114
434,1.0
435,0.09999999999999432
436,-0.0
437,-0.0
438,1.5999999999999943
439,-0.0
440,0.8000000000000114
441,13.400000000000006
442,-0.0
443,29.0
444,14.0
445,3.200000000000003
446,-0.0
447,1.0999999999999943
448,1.0
449,11.5
450,9.200000000000003
451,-0.0
452,-0.0
453,41.5
454,1.5
455,2.5
456,3.5
457,-0.0
458,6.099999999999994
459,19.5
460,-0.0
461,9.400000000000006
462,5.0
463,9.599999999999994
464,-0.0
465,9.700000000000003
466,17.0
467,-0.0
468,-0.0
469,3.0
470,2.5
471,16.900000000000006
472,3.0
473,4.800000000000011
474,14.599999999999994
475,15.0
476,4.0
477,13.199999999999989
478,4.400000000000006
479,-0.0
480,10.0
481,9.599999999999994
482,0.5
483,4.099999999999994
484,19.5
485,-0.0
486,-0.0
487,1.0
488,1.5
489,7.0
490,-0.0
491,15.0
492,14.5
493,-0.0
494,11.0
495,17.0
496,3.5
497,14.949999999999989
498,8.0
499,20.5
500,2.0
501,8.0
502,-0.0
503,-0.0
504,-0.0
505,-0.0
506,1.5
507,-0.0
508,-0.0
509,-0.0
510,24.5
511,-0.0
512,5.0
513,-0.0
514,-0.0
515,-0.0
516,13.0
517,-0.0
518,-0.0
519,9.900000000000006
520,5.0
521,-0.0
522,-0.0
523,4.0
524,3.0
525,-0.0
526,-0.0
527,-0.0
528,1.0
529,-0.0
530,7.0
531,6.199999999999989
532,3.0
533,-0.0
534,5.0
535,10.0
536,5.0
537,-0.0
538,-0.0
539,-0.0
540,10.0
541,1.0
542,5.0
543,18.700000000000003
544,-0.0
545,30.0
546,-0.0
547,-0.0
548,2.0
549,6.5
550,0.5
551,-0.0
552,-0.0
553,14.599999999999994
554,-0.0
555,34.0
556,24.200000000000003
557,8.0
558,15.0
559,8.0
560,1.5
561,-0.0
562,15.219999999999999
563,-0.0
564,19.400000000000006
565,6.0
566,5.0
567,18.5
568,-0.0
569,-0.0
570,15.0
571,7.5
572,8.599999999999994
573,5.5
574,7.5
575,-0.0
576,-0.0
577,-0.0
578,10.0
579,3.0999999999999943
580,3.6999999999999886
581,-0.0
582,-0.0
583,10.099999999999994
584,2.4000000000000057
585,10.900000000000006
586,1.4000000000000057
587,2.0
588,26.5
589,8.0
590,-0.0
591,6.800000000000011
592,-0.0
593,-0.0
594,8.0
595,2.3000000000000114
596,-0.0
597,12.599999999999994
598,10.5
599,27.5
600,9.0
601,-0.0
602,6.0
603,-0.0
604,18.0
605,-0.0
606,5.599999999999994
607,24.0
608,7.900000000000006
609,-0.0
610,-0.0
611,8.900000000000006
612,10.599999999999994
613,19.60000000000001
614,12.5
615,15.399999999999991
616,32.0
617,22.599999999999994
618,0.5999999999999943
619,-0.0
620,17.599999999999994
621,-0.0
622,2.5
623,-0.0
624,8.0
625,-0.0
626,1.5999999999999943
627,18.0
628,5.0
629,3.5
630,-0.0
631,2.0
632,23.0
633,3.0
634,-0.0
635,0.5
636,13.349999999999994
637,0.5
638,4.0
639,16.0
640,17.0
641,-0.0
642,9.0
643,-0.0
644,3.5
645,-0.0
646,12.5
647,6.0
648,-0.0
649,17.5
650,8.0
651,-0.0
652,20.0
653,15.099999999999994
654,-0.0
655,-0.0
656,14.0
657,2.0999999999999943
658,-0.0
659,15.5
660,-0.0
661,-0.0
662,15.5
663,2.0
664,1.5
665,-0.0
666,21.5
667,-0.0
668,2.4000000000000057
669,-0.0
670,11.099999999999994
671,-0.0
672,3.0
673,3.5
674,9.5
675,18.599999999999994
676,0.30000000000001137
677,3.299999999999997
678,28.0
679,25.200000000000003
680,19.0
681,12.599999999999994
682,2.3000000000000114
683,-0.0
684,11.5
685,15.599999999999994
686,10.5
687,6.300000000000011
688,1.8799999999999955
689,27.0
690,-0.0
691,24.5
692,3.0
693,-0.0
694,4.599999999999994
695,-0.0
696,10.0
697,15.5
698,-0.0
699,10.0
700,-0.0
701,5.0
702,15.0
703,-0.0
704,8.0
705,-0.0
706,29.0
707,18.599999999999994
708,29.900000000000006
709,-0.0
710,-0.0
711,-0.0
712,12.800000000000011
713,-0.0
714,1.0999999999999943
715,-0.0
716,-0.0
717,14.0
718,-0.0
719,-0.0
720,-0.0
721,-0.0
722,-0.0
723,8.799999999999997
724,-0.0
725,-0.0
726,11.900000000000006
727,-0.0
728,10.0
729,1.0
730,-0.0
731,1.3000000000000114
732,23.0
733,-0.0
734,-0.0
735,21.5
736,6.300000000000011
737,22.0
738,7.599999999999994
739,7.0
740,2.6999999999999886
741,15.0
742,9.0
743,-0.0
744,-0.0
745,-0.0
746,0.5
747,-0.0
748,5.0
749,2.3499999999999943
750,7.599999999999994
751,-0.0
752,18.5
753,2.5
754,7.200000000000003
755,-0.0
756,15.0
757,-0.0
758,0.30000000000001137
759,2.0
760,4.5
761,-0.0
762,20.400000000000006
763,-0.0
764,5.5
765,-0.0
766,25.0
767,-0.0
768,-0.0
769,3.0
770,1.4000000000000057
771,6.5
772,1.6999999999999886
773,-0.0
774,17.5
775,9.5
776,7.5
777,10.099999999999994
778,5.0
779,5.0
780,9.0
781,-0.0
782,-0.0
783,8.0
784,8.799999999999997
785,4.699999999999989
786,-0.0
787,2.0
788,17.0
789,10.0
790,13.5
791,-0.0
792,4.0
793,5.200000000000003
794,-0.0
795,4.0
796,-0.0
797,22.0
798,18.0
799,1.5999999999999943
800,-0.0
801,-0.0
802,-0.0
803,16.0
804,16.0
805,-0.0
806,15.799999999999997
807,-0.0
808,17.599999999999994
809,7.0
810,11.0
811,9.200000000000003
812,-0.0
813,5.0
814,8.0
815,16.0
816,1.0
817,3.5
818,0.09999999999999432
819,8.0
820,-0.0
821,-0.0
822,-0.0
823,-0.0
824,-0.0
825,-0.0
826,25.0
827,3.0
828,2.0
829,-0.0
830,2.0
831,9.0
832,4.0
833,-0.0
834,8.5
835,-0.0
836,6.0
837,19.5
838,32.599999999999994
839,7.0
840,-0.0
841,5.599999999999994
842,-0.0
843,4.900000000000006
844,-0.0
845,-0.0
846,-0.0
847,-0.0
848,-0.0
849,-0.0
850,-0.0
851,-0.0
852,0.5
853,1.9000000000000057
854,-0.0
855,2.6999999999999886
856,40.0
857,-0.0
858,-0.0
859,-0.0
860,8.5
861,23.5
862,-0.0
863,-0.0
864,25.69999999999999
865,-0.0
866,22.599999999999994
867,1.4000000000000057
868,-0.0
869,-0.0
870,2.280000000000001
871,21.0
872,14.0
873,-0.0
874,-0.0
875,-0.0
876,-0.0
877,-0.0
878,13.0
879,17.5
880,3.5
881,24.5
882,6.900000000000006
883,12.0
884,-0.0
885,15.0
886,5.5
887,-0.0
888,-0.0
889,9.0
890,7.0
891,12.0
892,10.0
893,23.0
894,2.0
895,5.0
896,18.5
897,-0.0
898,7.0
899,-0.0
900,38.5
901,2.0
902,0.7999999999999972
903,-0.0
904,16.599999999999994
905,9.0
906,4.599999999999994
907,1.5999999999999943
908,1.5999999999999943
909,-0.0
910,-0.0
911,-0.0
912,0.5999999999999943
913,5.0
914,-0.0
915,0.09999999999999432
916,-0.0
917,1.1999999999999886
918,2.5
919,-0.0
920,19.60000000000001
921,20.599999999999994
922,13.0
923,-0.0
924,2.0999999999999943
925,3.5999999999999943
926,0.5
927,-0.0
928,1.5
929,7.900000000000006
930,-0.0
931,1.0
932,20.0
933,1.8000000000000114
934,0.5
935,8.0
936,12.0
937,1.0
938,36.0
939,3.5
940,-0.0
941,-0.0
942,10.0
943,13.099999999999994
944,-0.0
945,-0.0
946,1.5
947,17.599999999999994
948,13.599999999999994
949,-0.0
950,4.599999999999994
951,13.900000000000006
952,8.599999999999994
953,-0.0
954,1.5
955,-0.0
956,22.5
957,3.0
958,0.28000000000000114
959,-0.0
960,4.5
961,-0.0
962,-0.0
963,9.5
964,-0.0
965,-0.0
966,-0.0
967,-0.0
968,-0.0
969,13.450000000000003
970,-0.0
971,5.0
972,10.199999999999989
973,18.0
974,1.5
975,12.5
976,-0.0
977,-0.0
978,23.0
979,13.5
980,1.0
981,-0.0
982,5.0
983,3.3000000000000114
984,3.6999999999999886
985,6.0
986,-0.0
987,6.0
988,-0.0
989,-0.0
990,20.599999999999994
991,5.0
992,-0.0
993,-0.0
994,14.5
995,17.099999999999994
996,9.5
997,9.0
998,1.8799999999999955
999,-0.0
